Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA
IRL,13/07/2012,19:05,Derry City,Sligo Rovers,1.0,2.0,A,3.64,3.21,2.01
IRL,13/07/2012,19:45,Bray,Shelbourne,2.0,3.0,A,3.26,3.32,2.1
IRL,13/07/2012,19:45,Dundalk,Shamrock Rovers,1.0,1.0,D,7.14,4.14,1.43
IRL,15/07/2012,15:00,Bohemians,UC Dublin,1.0,0.0,H,2.1,3.19,3.4
IRL,15/07/2012,15:00,St. Patricks,Drogheda,0.0,2.0,A,1.7,3.58,4.64
IRL,20/07/2012,19:05,Shamrock Rovers,Bray,0.0,0.0,D,1.44,4.09,6.83
IRL,20/07/2012,19:45,Dundalk,Derry City,1.0,1.0,D,4.17,3.37,1.82
IRL,20/07/2012,20:00,Shelbourne,Drogheda,1.0,2.0,A,2.25,3.26,3.02
IRL,22/07/2012,15:00,UC Dublin,St. Patricks,1.0,1.0,D,5.95,3.74,1.54
IRL,22/07/2012,19:00,Sligo Rovers,Cork City,2.0,2.0,D,1.62,3.62,5.25
IRL,27/07/2012,19:45,Bohemians,Dundalk,2.0,1.0,H,1.6,3.63,5.55
IRL,27/07/2012,19:45,Cork City,Shelbourne,0.0,0.0,D,2.23,3.23,3.06
IRL,27/07/2012,19:45,Derry City,Shamrock Rovers,0.0,1.0,A,3.08,3.19,2.22
IRL,27/07/2012,19:45,Drogheda,UC Dublin,1.0,0.0,H,1.64,3.66,4.96
IRL,03/08/2012,19:45,Bohemians,Bray,0.0,0.0,D,1.78,3.42,4.35
IRL,03/08/2012,19:45,Dundalk,Cork City,1.0,1.0,D,3.88,3.38,1.88
IRL,03/08/2012,19:45,UC Dublin,Shamrock Rovers,0.0,2.0,A,6.75,4.13,1.45
IRL,04/08/2012,19:45,Sligo Rovers,Drogheda,4.0,1.0,H,1.59,3.78,5.32
IRL,10/08/2012,19:45,Bray,Dundalk,1.0,1.0,D,1.93,3.4,3.67
IRL,10/08/2012,19:45,Drogheda,Bohemians,1.0,0.0,H,2.25,3.19,3.09
IRL,10/08/2012,20:00,Shelbourne,UC Dublin,1.0,2.0,A,1.6,3.67,5.37
IRL,13/08/2012,19:45,Cork City,St. Patricks,0.0,1.0,A,3.35,3.19,2.13
IRL,13/08/2012,20:00,Shamrock Rovers,Sligo Rovers,1.0,1.0,D,2.53,3.13,2.72
IRL,17/08/2012,19:45,Derry City,Bohemians,2.0,0.0,H,2.14,3.16,3.34
IRL,17/08/2012,19:45,St. Patricks,Bray,0.0,1.0,A,1.46,3.99,6.91
IRL,17/08/2012,19:45,UC Dublin,Cork City,3.0,1.0,H,3.57,3.35,1.98
IRL,17/08/2012,20:00,Drogheda,Shamrock Rovers,0.0,2.0,A,3.72,3.35,1.92
IRL,17/08/2012,20:00,Shelbourne,Sligo Rovers,1.0,3.0,A,4.32,3.34,1.81
IRL,20/08/2012,19:45,Bohemians,Shelbourne,2.0,2.0,D,2.52,3.1,2.74
IRL,20/08/2012,19:45,Bray,Derry City,0.0,0.0,D,3.17,3.17,2.22
IRL,20/08/2012,19:45,Cork City,Drogheda,3.0,2.0,H,2.46,3.21,2.75
IRL,20/08/2012,19:45,Dundalk,St. Patricks,0.0,1.0,A,5.88,3.58,1.58
