Div,Season,Date,Time,DayOTW,Team_ID,Opp_ID,FTR,team_elo,opp_elo,team_xg,opp_xg,team_hist_vs,opp_hist_vs,team_points,opp_points,team_form,opp_form,team_avg_goals_for,team_avg_goals_against,opp_avg_goals_for,opp_avg_goals_against,team_shots,opp_shots,team_shots_target,opp_shots_target,AvgH,AvgD,AvgA
2,2324,20231216,15,5,141,63,1,1673,1478,0.6166666666666666,0.325,0.733,1.933,2.091,1.818,3.8,0.6,2.27,1.64,1.36,1.27,13.53,10.73,5.2,3.27,1.18,7.77,16.06
3,2324,20231216,15,5,147,103,1,1445,1317,0.1875,0.3055555555555555,1.2,1.8,1.143,1.5,1.0,1.13,1.07,1.43,1.0,1.36,9.93,5.53,4.47,2.4,1.89,3.45,4.32
2,2324,20231216,15,5,156,88,0,1488,1485,0.44120879120879125,0.38749999999999996,1.667,1.167,1.455,1.636,1.4,5.0,2.45,0.45,1.18,2.36,12.53,12.6,3.4,6.13,1.87,3.91,4.03
7,2324,20231216,15,5,169,177,0,1448,1401,0.2583333333333333,0.1,1.0,1.0,1.545,1.25,1.6,2.27,1.0,1.0,0.62,1.12,10.2,13.13,3.8,4.67,1.88,3.39,4.27
3,2324,20231216,15,5,178,194,0,1419,1311,0.322108843537415,0.2619047619047619,0.0,0.0,0.929,2.071,2.27,0.47,1.79,1.07,1.07,1.86,13.07,7.33,4.33,2.73,1.65,4.08,4.99
3,2324,20231216,15,5,181,239,2,1364,1529,0.49920634920634915,0.35000000000000003,0.833,1.333,1.929,1.071,4.47,2.53,1.43,1.36,0.79,1.71,8.93,11.4,2.47,4.13,2.84,3.22,2.58
3,2324,20231216,15,5,204,182,0,1343,1291,0.3125,0.3104166666666666,1.833,0.833,0.643,1.533,3.2,4.47,1.07,1.0,1.13,0.87,13.2,16.4,3.87,5.67,2.34,3.2,3.22
3,2324,20231216,15,5,208,28,0,1467,1477,0.26477272727272727,0.3091269841269841,0.0,0.0,1.786,1.667,3.67,3.2,1.43,1.5,1.73,1.4,11.6,14.73,3.93,3.47,1.68,4.1,4.73
3,2324,20231216,15,5,219,145,2,1416,1493,0.21224489795918364,0.29069264069264067,1.467,1.267,1.071,1.714,3.47,0.67,1.36,1.43,1.36,1.29,13.27,11.93,4.73,5.47,3.16,3.64,2.17
4,2324,20231216,16,5,118,157,0,1473,1492,0.12857142857142856,0.1488095238095238,0.0,0.0,0.909,0.583,1.07,4.2,1.09,1.0,0.67,1.0,15.6,14.27,5.13,4.73,4.33,3.32,1.96
2,2324,20231216,17,5,41,78,2,1471,1446,0.3095238095238095,0.2833333333333333,2.133,0.733,0.727,1.273,2.2,6.87,1.64,1.73,0.82,1.73,11.2,12.73,4.2,4.67,3.55,3.45,2.14
9,2324,20231216,17,5,46,40,2,1398,1510,0.17291666666666666,0.2222222222222222,1.8,0.6,0.867,1.6,5.6,4.0,0.93,1.53,0.8,1.87,10.2,9.67,4.6,3.2,2.36,3.02,3.21
6,2324,20231216,17,5,155,44,0,1630,1457,0.125,0.3055555555555555,0.7,1.6,1.111,1.8,0.8,3.67,0.78,2.11,1.0,1.5,16.2,13.07,4.53,3.87,1.33,5.51,9.2
0,2324,20231216,17,5,184,101,0,1642,1407,0.3125,0.4291666666666667,1.533,1.333,2.111,1.444,6.4,3.4,1.78,1.44,2.0,1.78,19.13,15.47,6.73,6.13,1.45,5.21,6.14
8,2324,20231216,17,5,202,90,2,1569,1454,0.23677248677248675,0.33333333333333337,2.8,0.2,0.889,1.3,1.33,4.07,1.44,1.22,0.7,1.6,16.6,10.53,4.67,4.93,1.95,3.42,4.25
9,2324,20231216,17,5,209,123,1,1497,1449,0.4005102040816327,0.38333333333333336,1.933,0.533,1.733,1.071,1.8,2.2,1.27,0.93,0.79,1.07,11.6,9.4,3.13,2.6,2.11,3.01,3.82
5,2324,20231216,18,5,22,183,1,1453,1416,0.4642857142857143,0.48333333333333334,0.9,1.8,1.25,1.727,3.67,4.07,1.25,1.0,1.73,2.09,12.07,16.27,5.8,6.67,2.8,3.1,2.59
5,2324,20231216,18,5,43,69,0,1409,1378,0.5,0.3261904761904762,1.833,0.833,1.5,1.833,5.47,1.87,1.58,1.5,1.58,1.25,13.47,10.27,5.53,3.27,1.83,3.56,4.13
5,2324,20231216,18,5,93,10,0,1458,1417,0.14285714285714285,0.1952380952380952,3.0,0.0,1.364,1.818,1.93,0.73,0.91,1.09,1.18,1.18,10.53,12.8,4.13,3.13,1.89,3.4,4.07
5,2324,20231216,18,5,95,58,2,1460,1468,0.5583333333333333,0.2,0.0,0.0,1.455,1.5,4.07,1.6,1.36,1.36,1.4,1.1,10.73,12.13,3.6,4.13,1.6,3.79,5.56
5,2324,20231216,18,5,116,173,1,1437,1456,0.2633333333333333,0.375,0.0,3.0,1.9,1.1,1.47,4.13,1.1,1.3,1.2,2.3,8.07,10.53,3.27,4.8,1.8,3.5,4.4
5,2324,20231216,18,5,192,6,1,1418,1380,0.4471428571428572,0.33999999999999997,0.4,2.4,1.455,1.182,2.47,2.67,2.09,0.91,1.0,1.45,11.87,11.2,3.93,3.2,2.27,3.12,3.27
5,2324,20231216,18,5,226,9,2,1394,1332,0.4333333333333333,0.45999999999999996,3.0,0.0,1.636,0.909,5.67,4.87,1.18,0.73,1.09,1.82,8.4,6.87,2.73,2.93,3.95,3.51,1.89
5,2324,20231216,18,5,230,170,2,1333,1499,0.1126984126984127,0.3,0.3,2.7,0.455,1.364,0.73,7.0,1.27,1.09,0.82,1.18,12.33,9.27,5.47,2.53,3.11,3.2,2.31
1,2324,20231216,19,5,102,97,0,1524,1460,0.3432539682539682,0.43666666666666665,1.333,1.333,2.0,0.9,6.6,2.2,2.1,1.7,1.1,2.1,16.13,11.07,7.53,3.67,2.26,3.68,2.89
6,2324,20231216,19,5,222,75,0,1527,1446,0.19259259259259257,0.36666666666666664,0.667,1.667,1.6,2.0,4.0,2.93,0.9,0.8,0.78,1.56,13.4,12.53,4.73,3.33,1.61,3.94,5.97
4,2324,20231216,20,5,125,190,0,1582,1460,0.24238095238095236,0.45,1.733,0.933,1.1,1.545,4.47,2.67,1.2,0.7,1.36,1.36,12.53,12.2,5.53,3.73,1.87,3.75,4.11
9,2324,20231216,20,5,148,2,0,1454,1413,0.35714285714285715,0.28968253968253965,2.2,0.7,1.2,1.429,2.13,3.67,1.6,1.33,1.29,1.71,9.47,17.47,3.47,5.07,3.22,3.24,2.25
8,2324,20231216,20,5,229,19,1,1559,1645,0.375,0.2375,1.667,1.267,1.3,0.5,0.67,4.0,1.9,0.5,1.0,1.6,7.6,18.4,2.07,6.4,5.12,4.01,1.67
6,2324,20231217,11,6,146,152,0,1660,1555,0.3333333333333333,0.15,1.0,2.0,1.444,1.4,2.4,4.0,1.56,1.44,0.8,1.4,11.67,11.0,4.07,3.33,1.62,4.14,5.37
1,2324,20231217,12,6,34,112,0,1447,1393,0.35833333333333334,0.31195054945054945,2.333,0.333,1.0,1.818,4.2,0.0,1.7,1.1,1.45,2.36,11.47,13.53,6.13,3.67,2.73,3.49,2.46
1,2324,20231217,12,6,113,74,0,1470,1473,0.31047619047619046,0.3144444444444444,0.0,0.0,0.9,1.545,2.27,1.4,1.7,1.4,1.27,1.55,14.87,14.73,6.27,4.07,2.13,3.81,3.04
4,2324,20231217,12,6,154,37,2,1477,1508,0.27999999999999997,0.16984126984126982,2.4,0.4,1.182,0.909,2.2,4.87,1.45,0.91,0.82,1.18,13.2,9.8,3.87,3.4,2.63,3.27,2.79
1,2324,20231217,12,6,213,240,1,1504,1378,0.36571428571428577,0.38,3.0,0.0,1.6,1.1,2.73,2.0,1.6,1.0,1.5,1.2,15.67,11.6,3.8,3.93,1.34,5.19,8.3
3,2324,20231217,12,6,242,214,1,1480,1398,0.41111111111111115,0.15277777777777776,1.2,1.8,1.143,1.786,3.2,1.27,1.5,1.14,0.71,1.21,9.27,11.87,2.13,3.53,1.79,3.59,4.65
9,2324,20231217,13,6,3,70,0,1385,1429,0.14285714285714285,0.3982142857142857,3.0,0.0,0.692,1.267,0.6,1.27,1.38,1.23,1.27,1.53,11.67,10.47,2.4,2.8,3.81,3.33,1.99
8,2324,20231217,13,6,5,140,1,1429,1492,0.2708333333333333,0.1875,2.7,0.3,0.182,1.444,0.67,3.73,1.82,1.64,0.44,0.67,14.87,8.47,4.93,3.27,2.65,3.3,2.78
2,2324,20231217,14,6,11,38,0,1579,1515,0.4438095238095238,0.38611111111111107,0.6,2.2,2.273,0.909,3.8,3.27,1.64,1.09,1.64,1.91,17.0,20.0,6.13,8.27,1.48,4.73,6.5
2,2324,20231217,14,6,35,13,2,1480,1488,0.43380952380952387,0.21666666666666665,1.667,0.667,1.25,1.0,1.4,6.0,1.92,1.08,0.64,2.64,14.07,13.87,3.73,4.47,3.26,3.71,2.16
6,2324,20231217,14,6,83,234,0,1532,1375,0.5416666666666667,0.2638888888888889,1.533,0.933,2.111,1.9,4.4,1.67,2.0,1.33,1.3,1.2,17.07,9.67,6.6,2.87,1.44,4.68,7.53
0,2324,20231217,14,6,85,80,0,1536,1371,0.4854166666666666,0.16666666666666666,2.2,0.6,1.6,1.444,5.4,3.8,2.1,1.3,0.89,1.22,9.6,12.4,3.67,5.93,1.83,3.77,4.36
4,2324,20231217,14,6,132,215,2,1481,1587,0.3148148148148148,0.13333333333333333,2.0,0.5,0.818,1.8,1.07,3.87,1.36,1.36,0.8,1.8,11.2,11.27,5.47,3.67,2.53,3.25,2.93
4,2324,20231217,14,6,144,151,2,1448,1490,0.32999999999999996,0.19642857142857142,0.6,1.8,0.818,1.6,1.4,1.4,1.82,1.0,1.1,1.3,7.53,11.87,3.8,3.27,3.25,3.29,2.31
4,2324,20231217,14,6,224,191,1,1544,1619,0.29444444444444445,0.09166666666666667,3.0,0.0,1.182,1.909,1.13,0.0,1.36,1.0,1.09,1.73,11.67,12.07,4.8,3.0,3.19,3.55,2.22
6,2324,20231217,14,6,227,200,1,1425,1464,0.35,0.5089285714285714,1.133,1.333,1.0,2.3,1.73,0.4,1.11,1.11,1.5,1.5,11.8,11.87,3.07,4.07,2.26,3.59,3.1
2,2324,20231217,14,6,243,246,0,1491,1515,0.4666666666666667,0.29047619047619044,2.4,0.6,1.364,1.818,3.0,3.6,2.27,1.55,1.45,1.45,10.67,9.33,4.53,3.73,2.16,3.55,3.4
7,2324,20231217,15,6,121,221,2,1364,1460,0.1761904761904762,0.36964285714285716,0.0,0.0,0.8,1.667,3.47,5.4,1.5,1.2,1.44,1.11,13.93,14.27,5.2,4.47,2.47,3.27,2.85
9,2324,20231217,15,6,126,104,0,1499,1421,0.3052218614718614,0.2857142857142857,1.6,1.0,1.5,1.733,3.07,4.6,1.14,1.5,0.93,0.73,14.8,10.27,4.27,3.4,2.08,3.1,3.83
8,2324,20231217,15,6,206,25,1,1577,1558,0.4,0.23333333333333336,1.533,0.933,1.5,0.818,5.07,2.73,1.4,1.5,0.55,1.45,16.13,12.87,5.4,4.33,1.71,3.87,5.08
0,2324,20231217,16,6,127,71,0,1587,1469,0.33597069597069595,0.5199999999999999,3.0,0.0,2.333,0.667,3.67,4.2,2.44,1.33,1.33,1.67,18.53,12.07,6.53,4.93,1.35,5.48,8.06
2,2324,20231217,16,6,129,142,1,1730,1663,0.4033333333333333,0.22000000000000003,2.467,0.467,2.455,1.364,6.87,2.8,1.91,1.36,1.09,1.27,17.73,18.53,6.93,4.47,1.32,6.09,8.5
4,2324,20231217,16,6,143,56,0,1615,1534,0.43333333333333335,0.21333333333333332,0.0,3.0,1.727,1.667,6.27,2.6,1.55,0.73,1.0,1.22,11.8,13.53,4.87,3.73,1.42,4.73,7.61
9,2324,20231217,17,6,7,249,1,1396,1456,0.30612244897959184,0.42000000000000004,0.0,0.0,0.733,1.267,1.4,3.07,1.47,0.73,1.07,1.0,8.87,10.53,2.93,2.53,3.45,2.96,2.28
6,2324,20231217,17,6,31,193,0,1477,1599,0.29047619047619044,0.36190476190476195,1.933,0.533,1.8,0.6,4.47,4.2,1.4,1.0,1.2,1.8,10.07,10.33,4.2,3.33,2.44,3.04,3.28
8,2324,20231217,17,6,115,42,1,1467,1406,0.38,0.3,1.0,2.0,1.545,1.889,6.0,1.67,1.09,0.73,0.67,1.67,9.13,7.33,3.27,2.87,1.95,3.35,4.35
0,2324,20231217,18,6,23,216,0,1714,1545,0.4407407407407407,0.3666666666666667,0.667,1.867,2.375,0.4,4.0,4.4,2.0,2.25,1.0,2.4,16.27,18.8,6.73,8.2,1.46,5.29,6.01
6,2324,20231217,19,6,117,108,2,1577,1698,0.31666666666666665,0.6666666666666666,2.733,0.133,1.556,0.111,3.6,7.0,1.33,1.0,1.22,2.22,11.4,15.07,3.93,5.73,4.87,3.72,1.76
4,2324,20231217,19,6,128,171,1,1577,1737,0.2333333333333333,0.43238095238095237,1.067,1.867,1.909,0.5,3.8,7.0,1.0,0.64,1.7,1.3,12.6,13.87,4.2,6.13,3.99,3.95,1.84
9,2324,20231217,20,6,82,220,0,1477,1391,0.34285714285714286,0.41428571428571426,0.0,0.0,1.4,1.0,3.2,5.0,1.47,0.93,0.71,1.07,12.87,13.4,3.27,4.4,2.37,2.9,3.36
8,2324,20231217,20,6,186,236,0,1766,1543,0.3458994708994709,0.2648809523809524,1.467,1.267,2.4,2.0,4.47,0.73,1.8,1.0,1.6,1.4,14.0,13.27,4.13,4.8,1.29,6.29,9.4
6,2324,20231218,19,0,14,196,0,1589,1354,0.26071428571428573,0.4,2.3,0.5,1.4,2.2,3.6,0.47,1.9,1.1,1.4,1.6,13.33,9.93,4.87,1.87,1.31,5.61,9.8
9,2324,20231218,19,0,237,231,0,1387,1386,0.17431972789115643,0.19444444444444442,0.0,0.0,1.143,0.933,3.0,4.2,1.43,1.29,0.67,1.73,14.87,14.73,4.07,5.0,3.37,3.31,2.14
3,2324,20231218,20,0,27,124,2,1306,1483,0.4404761904761904,0.48979591836734687,0.0,0.0,1.333,0.6,3.47,6.2,1.47,0.73,1.47,1.4,12.53,12.53,5.2,5.07,5.6,4.1,1.58
8,2324,20231218,20,0,91,1,0,1530,1398,0.4229166666666666,0.22857142857142856,0.0,0.0,2.8,1.75,7.0,1.33,1.9,1.9,0.92,1.08,13.93,13.93,6.13,3.8,1.55,4.3,5.95
0,2324,20231219,17,1,241,184,1,1405,1580,0.42666666666666664,0.30238095238095236,1.6,1.4,0.818,0.7,3.27,6.8,2.27,1.55,1.4,1.9,11.47,21.33,4.53,8.33,5.06,4.62,1.6
9,2324,20231219,18,1,2,73,1,1421,1437,0.28125,0.5125,0.0,0.0,1.133,1.375,2.27,2.07,1.73,1.2,1.62,1.38,15.53,11.8,4.4,3.6,1.6,3.66,6.02
9,2324,20231219,18,1,199,8,0,1393,1438,0.41865079365079366,0.30884353741496595,0.0,3.0,1.533,1.6,2.67,3.07,2.07,1.33,1.0,1.33,9.87,14.07,4.33,4.2,2.32,3.21,3.1
8,2324,20231219,18,1,232,229,2,1519,1498,0.09764309764309764,0.2638888888888889,1.667,0.667,1.364,1.545,0.73,1.2,1.0,0.82,0.55,1.82,12.93,8.33,3.87,2.6,2.22,3.2,3.58
5,2324,20231219,19,1,0,230,0,1462,1282,0.4,0.11428571428571428,1.4,0.8,1.769,2.167,3.2,0.4,1.23,0.62,1.08,1.17,6.4,10.93,2.67,4.07,1.95,2.97,4.57
5,2324,20231219,19,1,6,43,1,1389,1401,0.3551587301587302,0.4626984126984127,1.2,1.4,1.667,1.154,2.4,6.4,1.5,1.08,1.38,1.54,10.53,13.2,3.4,6.0,2.37,3.19,3.02
5,2324,20231219,19,1,9,95,0,1343,1484,0.45555555555555555,0.25,0.0,0.0,1.833,1.333,5.8,2.4,1.75,1.33,1.33,1.25,8.73,13.4,3.4,3.2,2.25,3.07,3.34
5,2324,20231219,19,1,10,192,2,1405,1423,0.5066666666666666,0.1833333333333333,0.333,2.333,0.667,1.167,0.4,2.4,1.17,1.08,1.0,2.08,11.13,13.87,3.2,4.2,2.73,3.12,2.62
5,2324,20231219,19,1,58,93,2,1432,1418,0.2833333333333333,0.3666666666666667,0.0,0.0,1.364,1.0,3.67,4.0,1.0,1.36,1.0,0.92,9.13,12.33,2.93,4.27,3.19,3.16,2.28
0,2324,20231219,19,1,67,138,1,1660,1467,0.30449735449735443,0.15476190476190477,0.933,1.933,1.5,2.1,1.4,1.07,1.6,1.8,1.1,1.4,15.67,14.47,4.2,4.07,1.54,4.84,5.46
5,2324,20231219,19,1,69,32,2,1302,1456,0.13,0.20555555555555557,0.0,0.0,0.769,1.846,1.0,1.6,1.23,1.46,1.0,1.46,10.73,20.53,3.4,4.8,3.38,3.46,2.07
0,2324,20231219,19,1,101,64,1,1463,1476,0.34285714285714286,0.4214285714285714,0.0,0.0,1.3,2.167,2.2,0.2,1.9,1.9,1.5,1.83,13.93,14.4,5.47,4.07,1.45,4.97,6.55
5,2324,20231219,19,1,116,18,2,1444,1523,0.25277777777777777,0.4193877551020408,0.0,0.0,1.818,0.75,1.6,6.8,1.09,1.27,1.92,1.75,10.33,14.47,3.8,4.67,3.32,3.25,2.18
5,2324,20231219,19,1,170,183,1,1407,1346,0.5833333333333333,0.41428571428571426,3.0,0.0,1.75,1.667,7.0,3.4,1.08,0.83,1.58,1.92,8.0,15.73,2.47,5.67,2.22,3.25,3.22
5,2324,20231219,19,1,173,226,1,1418,1478,0.575,0.1865079365079365,1.0,2.0,1.364,1.0,3.6,3.4,2.18,1.18,1.0,1.17,11.27,8.4,5.13,2.47,2.03,3.47,3.5
5,2324,20231219,19,1,212,22,0,1455,1426,0.2619047619047619,0.234375,0.0,0.0,1.0,1.462,1.0,3.2,1.17,0.92,0.92,1.15,11.6,9.6,3.27,4.47,1.84,3.48,4.25
8,2324,20231219,20,1,16,90,1,1613,1528,0.4066666666666666,0.34920634920634924,1.0,1.6,1.727,1.182,2.6,5.4,1.91,0.91,0.91,1.45,11.8,11.4,4.53,5.73,1.46,4.45,7.72
9,2324,20231219,20,1,72,148,1,1372,1402,0.26481481481481484,0.3958333333333333,3.0,0.0,1.267,1.312,1.4,4.27,1.27,0.93,1.25,1.62,16.47,10.0,4.67,3.13,1.77,3.57,4.56
9,2324,20231219,20,1,77,40,1,1481,1439,0.5365079365079365,0.26,0.0,0.0,1.688,1.5,2.33,5.27,1.69,1.19,0.94,1.75,7.53,9.67,1.73,3.73,1.69,3.55,5.26
8,2324,20231219,20,1,92,202,2,1479,1572,0.36333333333333334,0.5666666666666667,3.0,0.0,0.333,1.7,0.87,0.67,1.92,1.42,1.4,1.3,6.4,15.27,2.6,4.33,2.88,3.32,2.54
0,2324,20231220,17,2,228,80,0,1528,1453,0.21428571428571427,0.13888888888888887,1.267,1.267,0.667,1.6,2.0,2.13,2.22,1.56,0.8,1.3,10.0,9.6,3.2,3.93,1.95,3.58,4.02
8,2324,20231220,18,2,19,5,0,1696,1464,0.3189273689273689,0.14857142857142858,3.0,0.0,2.182,2.5,3.0,1.4,1.55,1.0,1.5,1.67,18.47,12.93,7.07,3.73,1.14,9.55,16.82
9,2324,20231220,18,2,249,126,1,1400,1462,0.38857142857142857,0.25317460317460316,1.0,1.0,1.438,1.0,2.87,4.87,1.0,1.06,1.47,1.2,10.0,14.0,3.53,4.8,2.21,3.07,3.48
0,2324,20231220,19,2,71,136,0,1562,1481,0.41666666666666663,0.46333333333333326,0.733,1.733,1.8,1.4,2.4,2.87,1.8,1.2,1.9,2.7,9.6,13.07,4.07,4.4,1.87,3.97,3.91
0,2324,20231220,19,2,99,85,0,1486,1550,0.7071428571428571,0.35666666666666663,0.0,0.0,1.3,1.182,5.2,6.27,2.3,1.5,1.18,2.09,9.53,13.53,3.13,4.53,2.85,3.59,2.43
0,2324,20231220,19,2,127,30,0,1559,1420,0.36330891330891335,0.18703703703703703,1.667,0.667,2.4,1.3,4.87,4.6,2.5,1.2,0.9,2.1,17.6,20.6,6.4,6.93,1.19,7.95,13.9
0,2324,20231220,19,2,216,17,0,1431,1414,0.3866934652648939,0.23333333333333334,1.9,0.7,2.273,1.545,2.47,2.47,2.45,0.91,1.55,1.91,14.8,14.07,6.53,3.4,1.37,5.34,7.83
0,2324,20231220,19,2,245,23,2,1504,1680,0.29190476190476194,0.3777777777777778,1.4,1.4,1.0,0.444,3.07,5.0,2.0,1.0,2.0,2.11,11.93,16.47,3.87,7.27,7.57,5.63,1.36
8,2324,20231220,20,2,15,115,0,1559,1394,0.38095238095238093,0.31666666666666665,0.0,0.0,2.167,1.25,5.67,4.6,1.67,1.08,0.75,1.08,16.13,8.33,6.27,2.73,1.39,4.88,8.3
4,2324,20231220,20,2,37,132,0,1503,1421,0.3273809523809524,0.2,1.6,1.4,1.833,1.75,6.0,0.47,1.08,0.92,1.42,1.33,10.93,10.33,5.07,4.27,1.61,4.0,5.71
4,2324,20231220,20,2,56,191,2,1469,1649,0.11309523809523808,0.07333333333333333,3.0,0.0,0.9,1.833,1.33,1.0,1.3,1.0,1.0,1.58,10.87,11.47,3.13,3.2,3.35,3.39,2.21
9,2324,20231220,20,2,70,209,1,1468,1438,0.3166666666666667,0.20833333333333331,1.6,1.0,1.375,0.938,0.73,1.93,1.5,1.19,0.94,1.25,12.93,13.27,4.07,2.8,1.88,3.35,4.25
9,2324,20231220,20,2,123,220,1,1444,1400,0.2698412698412698,0.425,1.667,0.667,1.667,1.133,2.07,3.2,1.07,0.8,0.73,1.2,9.0,10.6,2.2,3.73,2.27,2.82,3.68
4,2324,20231220,20,2,135,154,0,1537,1395,0.2576530612244898,0.2337301587301587,1.3,1.0,0.923,1.833,5.2,1.2,1.54,1.46,1.0,1.33,9.27,12.53,4.0,3.87,1.69,4.13,4.73
4,2324,20231220,20,2,151,143,1,1529,1582,0.13333333333333333,0.20222222222222222,1.133,1.733,1.182,0.833,3.87,6.8,1.18,1.09,0.75,1.58,10.27,13.4,3.13,5.53,3.43,3.63,2.09
4,2324,20231220,20,2,157,125,0,1471,1567,0.3444444444444444,0.2,1.5,1.5,1.923,1.273,2.4,5.53,1.15,0.69,0.64,1.27,14.0,10.6,5.33,4.27,2.32,3.2,3.34
4,2324,20231220,20,2,171,144,0,1682,1458,0.41,0.21388888888888888,2.0,1.0,2.182,2.0,5.0,0.67,1.27,1.64,1.0,1.67,12.67,11.2,4.73,3.8,1.15,8.69,17.31
4,2324,20231220,20,2,190,118,0,1487,1414,0.3432539682539682,0.27976190476190477,0.0,0.0,1.167,1.583,1.4,3.4,1.42,1.25,1.0,1.25,12.67,13.6,3.4,5.0,1.69,3.93,5.0
4,2324,20231220,20,2,215,128,0,1556,1563,0.45714285714285713,0.19999999999999998,1.2,1.8,1.091,0.583,5.47,3.13,1.73,0.91,0.67,1.0,11.53,13.8,5.53,3.87,3.88,3.51,1.99
4,2324,20231220,20,2,224,150,2,1536,1631,0.2523809523809524,0.3871428571428571,0.0,3.0,1.167,0.667,1.6,3.6,1.25,0.92,1.17,1.5,12.87,17.07,5.27,5.4,4.24,3.97,1.79
8,2324,20231220,20,2,236,49,0,1596,1399,0.26944444444444443,0.29500000000000004,1.333,1.133,0.727,1.667,0.4,4.13,1.64,1.55,1.5,1.17,9.93,12.67,3.53,4.13,2.41,3.53,2.9
8,2324,20231221,18,3,25,91,1,1519,1477,0.36547619047619045,0.6047619047619047,3.0,0.0,1.583,0.091,2.47,7.0,1.33,0.5,1.73,2.0,12.27,12.07,4.0,5.4,2.8,3.61,2.43
8,2324,20231221,18,3,42,206,1,1369,1550,0.3208333333333333,0.35,1.133,1.533,0.9,1.182,2.07,4.0,1.6,0.7,1.36,1.27,9.27,14.93,3.6,4.87,4.61,3.46,1.85
9,2324,20231221,18,3,104,46,0,1388,1378,0.21666666666666665,0.40238095238095234,0.7,1.9,0.875,1.938,2.67,3.47,0.81,0.94,1.62,0.88,8.4,10.0,2.6,3.73,2.16,2.97,3.73
9,2324,20231221,18,3,237,167,1,1417,1417,0.19419642857142855,0.2738095238095238,3.0,0.0,1.267,0.875,4.6,5.53,1.4,1.2,0.69,1.19,13.2,13.53,3.53,4.4,2.89,3.04,2.54
8,2324,20231221,20,3,1,186,2,1417,1711,0.30068027210884357,0.3208333333333333,1.5,1.5,0.923,0.273,0.6,5.53,1.23,0.85,1.0,2.0,13.07,16.33,3.13,5.6,5.78,4.27,1.57
9,2324,20231221,20,3,7,3,2,1336,1401,0.2857142857142857,0.3611111111111111,1.0,1.0,0.75,1.929,1.67,3.2,1.44,0.75,1.14,1.36,12.0,9.53,4.4,2.4,2.18,3.09,3.51
2,2324,20231221,20,3,63,38,1,1414,1514,0.17045454545454544,0.32175925925925924,1.533,0.933,1.0,1.083,1.2,1.93,1.33,1.42,1.5,1.92,9.07,16.47,2.87,6.27,3.35,3.5,2.18
8,2324,20231221,20,3,140,165,0,1462,1443,0.10666666666666666,0.38666666666666666,1.667,1.167,1.1,1.5,3.4,4.27,0.6,0.4,1.42,1.33,11.93,11.07,2.67,3.87,2.37,3.0,3.45
9,2324,20231221,20,3,231,82,2,1402,1451,0.3398148148148149,0.38095238095238093,0.0,0.0,1.812,1.125,2.4,4.6,1.69,0.62,0.94,1.56,15.13,14.73,4.87,4.4,2.03,3.18,3.83
6,2324,20231222,17,4,75,117,2,1460,1601,0.05555555555555555,0.33055555555555555,0.5,2.0,0.6,1.4,1.67,2.07,1.5,0.7,1.1,1.2,10.67,11.73,3.0,4.0,4.13,3.44,1.96
6,2324,20231222,17,4,200,89,2,1433,1445,0.19179894179894177,0.16666666666666666,1.2,1.2,0.545,2.083,1.2,2.0,1.55,1.55,1.0,1.25,14.93,14.8,5.13,2.4,2.28,3.38,3.22
3,2324,20231222,19,4,39,105,0,1340,1319,0.30612244897959184,0.3,1.667,0.667,1.667,1.4,3.47,5.2,1.07,0.93,1.07,1.67,10.4,14.53,4.07,5.87,2.73,3.23,2.65
6,2324,20231222,19,4,152,83,2,1465,1550,0.4257142857142857,0.48125,2.333,0.333,1.273,0.7,2.4,5.47,1.55,0.73,1.2,1.9,14.2,13.07,3.4,5.73,2.9,3.25,2.55
6,2324,20231222,19,4,196,146,1,1428,1626,0.33333333333333337,0.4166666666666667,0.9,1.5,0.364,1.3,0.2,4.4,1.82,1.36,1.3,1.7,9.8,13.67,2.2,5.8,7.31,4.79,1.43
3,2324,20231222,19,4,219,181,0,1472,1389,0.22738095238095235,0.5,2.4,0.6,1.0,1.0,2.07,2.6,1.33,1.47,1.6,1.4,12.67,12.33,4.27,4.73,2.1,3.41,3.53
2,2324,20231222,20,4,13,203,1,1484,1429,0.4531746031746032,0.33888888888888885,2.6,0.2,1.917,2.167,6.6,2.07,2.5,0.75,1.0,1.75,14.33,7.0,4.67,2.07,1.24,6.67,11.7
3,2324,20240101,12,0,218,181,0,1514,1470,0.3729166666666667,0.4722222222222222,1.667,1.167,1.733,1.125,3.6,1.4,1.6,1.2,1.56,1.44,14.53,11.8,5.6,4.8,1.59,4.06,5.56
3,2324,20240101,15,0,28,194,1,1499,1485,0.3925925925925926,0.29166666666666663,2.067,0.467,1.188,2.133,2.0,0.2,1.56,1.62,1.13,1.93,11.07,7.67,3.53,3.13,1.49,4.61,6.02
3,2324,20240101,15,0,39,147,2,1471,1542,0.34285714285714286,0.40625,1.0,2.0,1.75,1.533,5.2,1.4,1.19,1.0,1.4,1.07,13.8,10.73,4.4,5.47,2.12,3.29,3.57
3,2324,20240101,15,0,122,27,0,1514,1470,0.24999999999999997,0.14077380952380952,3.0,0.0,1.933,1.438,3.0,2.2,1.07,1.13,0.88,1.5,15.07,10.87,5.47,5.2,1.23,6.28,11.95
3,2324,20240101,15,0,124,103,0,1528,1456,0.34077380952380953,0.3333333333333333,0.0,3.0,2.438,1.467,6.8,1.6,1.44,1.56,1.0,1.33,13.27,7.2,5.33,2.33,1.19,6.83,14.55
